표준코드,본부,지사,시설명,소재지,착공년도,준공년도,종별,구분,유역면적,홍수면적,만수면적,수혜면적,한발빈도,홍수빈도,제체형식,제체체적,제체길이,제체높이,총저수량,유효저수량,사수량,취수형식,홍수위,만수위,사수위,연락처
4519010224,전북,남원,이실,전북특별자치도 남원시 산동면 식련리,1940-01-01,1943-01-01,2,보조수원,5,0.37,0.37,5,10,100,필댐(죤형),119528,117,8.7,7.7,7.6,0.1,사통형,203.6,203.36,200,063-620-2020
4519010225,전북,남원,원곡,전북특별자치도 남원시 보절면 진기리,1940-01-01,1944-01-01,2,보조수원,7,0.38,0.38,5,10,100,필댐(죤형),22140,70,7,4.7,4.7,0,사통형,172.5,172.3,170,063-620-2020
4519010226,전북,남원,진기,전북특별자치도 남원시 보절면 진기리,1933-01-01,1935-01-01,2,보조수원,75,1.81,1.81,24,10,100,필댐(죤형),44480,120,12.7,100.4,96.4,4,사통형,208.6,208.25,203,063-620-2020
4519010227,전북,남원,구라,전북특별자치도 남원시 보절면 진기리,1940-01-01,1944-01-01,2,보조수원,31,0.33,0.33,10,10,100,필댐(죤형),27612,72,13,5.8,5.2,0.6,사통형,212,211.5,209,063-620-2020
4519010228,전북,남원,진목,전북특별자치도 남원시 보절면 진기리,1975-01-01,1977-01-01,2,보조수원,48,1.07,1.07,27,10,100,필댐(죤형),14280,102,13.8,75,69,6,사통형,179,178.71,171,063-620-2020
4519010229,전북,남원,안내(만도),전북특별자치도 남원시 보절면 금다리,1942-01-01,1945-01-01,2,보조수원,33,1.72,1.72,25,10,100,필댐(죤형),1518,235,8.5,65,64,1,사통형,152.5,152.23,148.5,063-620-2020
4519010230,전북,남원,금계,전북특별자치도 남원시 보절면 금다리,1930-01-01,1933-01-01,2,보조수원,76,1.87,1.87,25,10,100,필댐(죤형),82467,119,18,102,93,9,사통형,212.25,211.75,203,063-620-2020
4519010231,전북,남원,금천,전북특별자치도 남원시 보절면 금다리,1940-01-01,1943-01-01,2,보조수원,30,0.12,0.12,4,10,100,필댐(죤형),4130,70,5,1.8,1.5,0.3,사통형,216.9,216.65,215,063-620-2020
4519010232,전북,남원,다산,전북특별자치도 남원시 보절면 금다리,1963-01-01,1966-01-01,2,보조수원,98,0.95,0.95,20,10,100,필댐(죤형),35055,164,9.5,34.7,34.1,0.6,사통형,236.39,235.89,230,063-620-2020
4519010236,전북,남원,신파,전북특별자치도 남원시 보절면 신파리,1933-01-01,1936-01-01,2,보조수원,34,2.33,2.33,19,10,100,필댐(죤형),41947,109,9.8,80,78.2,1.8,사통형,164,163.67,159,063-620-2020
4519010241,전북,남원,도촌,전북특별자치도 남원시 보절면 도룡리,1954-01-01,1960-01-01,1,주수원,500,6.5,6.5,144,10,100,필댐(죤형),153615,245,16.5,366.6,365.2,1.4,사통형,212.04,210.73,201.41,063-620-2020
4519010242,전북,남원,점촌,전북특별자치도 남원시 보절면 사촌리,1978-01-01,1979-01-01,2,보조수원,200,0.51,0.51,5,10,100,필댐(죤형),239040,90,8,32.5,30.9,1.6,사통형,260.5,260.2,255,063-620-2020
4519010243,전북,남원,원산,전북특별자치도 남원시 보절면 사촌리,1977-01-01,1978-01-01,2,보조수원,55,0.46,0.46,22,10,100,필댐(죤형),312480,120,9,8.6,8.6,0,사통형,201.7,200.7,197.1,063-620-2020
4519010244,전북,남원,만촌,전북특별자치도 남원시 보절면 사촌리,1975-01-01,1978-01-01,2,보조수원,50,0.52,0.52,30.7,10,100,필댐(죤형),3601,110,5,14.6,14.6,0,사통형,236.3,235.65,232,063-620-2020
4519010248,전북,남원,태평,전북특별자치도 남원시 산동면 태평리,1940-01-01,1943-01-01,2,보조수원,4,0.23,0.23,5,10,100,필댐(죤형),7220,120,7,4.7,4,0.7,사통형,232.98,231,228.7,063-620-2020
4519010249,전북,남원,신덕,전북특별자치도 남원시 산동면 태평리,1940-01-01,1943-01-01,2,보조수원,23,0.18,0.18,3,10,100,필댐(죤형),25743,46,5.3,4,4,0,사통형,252.1,252,249,063-620-2020
4519010250,전북,남원,소석,전북특별자치도 남원시 산동면 대기리,1962-01-01,1965-01-01,2,보조수원,19,0.1,0.1,2,10,100,필댐(죤형),42315,30,4,1.3,1.3,0,사통형,208.7,208.5,207,063-620-2020
4519010273,전북,남원,효기,전북특별자치도 남원시 이백면 효기리,1958-01-01,1962-01-01,2,주수원,460,4.6,4.6,68,10,100,필댐(죤형),504596,115,15.6,224.7,222.7,2,사통형,201.9,200.9,192.5,063-620-2020
4519010279,전북,남원,구상,전북특별자치도 남원시 아영면 구상리,1997-01-01,1999-01-01,1,주수원,151,4.3,4.3,49,10,100,필댐(죤형),694236,230,36.9,438,436.3,1.7,취수탑형,539.64,539.1,517.56,063-620-2020
4519010281,전북,남원,일대,전북특별자치도 남원시 아영면 일대리,1943-01-01,1949-01-01,1,주수원,483,13.4,13.4,191.7,10,100,필댐(죤형),95634,242,14.4,854.9,843.9,11,사통형,454.75,453.47,443.31,063-620-2020
4519010293,전북,남원,유곡,전북특별자치도 남원시 인월면 유곡리,1943-01-01,1952-01-01,1,주수원,320,8.25,8.25,140.9,10,100,필댐(죤형),756200,310,21,691,687,4,사통형,476.32,475.6,461.37,063-620-2020
4519010294,전북,남원,연지,전북특별자치도 남원시 인월면 건지리,1950-01-01,1952-01-01,2,보조수원,5,0.81,0.81,1,10,100,필댐(죤형),11189,81,2.5,5.1,5.1,0,사통형,423.27,422.77,422,063-620-2020
4519010300,전북,남원,마곡,전북특별자치도 남원시 수지면 고평리,2006-01-25,2007-06-13,1,주수원,340,11.2,11.2,124,10,200,필댐(죤형),293000,380,37.5,1025,920,105,취수탑형,212,209.94,190,063-620-2020
4519010301,전북,남원,용평,전북특별자치도 남원시 보절면 도룡리,2001-12-13,2003-09-11,1,주수원,400,8.2,7.92,150,10,200,필댐(죤형),710161,256,45.8,1219.3,1161.3,58,취수탑형,313,311.82,285,063-620-2020
4519010302,전북,남원,고기,전북특별자치도 남원시 주천면 고기리,1997-12-29,2008-12-20,1,주수원,513,14.8,14.1,113,10,20,필댐(코어형),1205407,303,54,1041,887,154,취수탑형,677,676.89,648.19,063-620-2020
4519010303,전북,남원,악양,전북특별자치도 남원시 주천면 주천리,1940-01-01,1940-12-23,2,보조수원,14,2,1.4,10,10,30,필댐(죤형),3240,90,8,14.4,13.8,0.6,사통형,147.08,146.5,142.3,063-620-2020
4519010304,전북,남원,고삭,전북특별자치도 남원시 송동면 송내리,1945-01-01,1945-12-24,2,보조수원,9,0.4,0.3,3,10,30,필댐(죤형),960.96,44,5.6,25,25,0,사통형,643.5,642.5,638.68,063-620-2020
4519010305,전북,남원,내사촌,전북특별자치도 남원시 송동면 사촌리,1945-01-01,1945-12-24,2,보조수원,8,1,0.7,8,10,30,필댐(죤형),1622.82,86,5.1,5,5,0,사통형,716.6,715.6,711.5,063-620-2020
4519010306,전북,남원,구사,전북특별자치도 남원시 주생면 도산리,1945-01-01,1945-12-24,2,보조수원,8,4,3.7,6,10,30,필댐(죤형),1243.13,85,4.5,95,95,0,사통형,483.5,481.9,477.5,063-620-2020
4519010307,전북,남원,군지,전북특별자치도 남원시 주생면 내동리,1920-01-05,1920-12-20,2,보조수원,7,3.3,2.9,8,10,30,필댐(죤형),1858.12,103,4.4,13.9,13.1,0.8,사통형,488,483.5,481.8,063-620-2020
4519010308,전북,남원,휴암,전북특별자치도 남원시 금지면 서매리,1945-03-01,1945-12-20,2,보조수원,26,3.1,2.3,9,10,30,필댐(죤형),2200,64,5.5,14.9,13,1.9,사통형,657.1,653.9,651.1,063-620-2020
4519010309,전북,남원,신계1,전북특별자치도 남원시 대산면 신계리,1945-03-02,1945-12-13,2,보조수원,18,3.1,2.3,12,10,30,필댐(죤형),5399.55,169,7.1,21.4,19.4,2,사통형,777.5,770.5,765.8,063-620-2020
4519010310,전북,남원,신계2,전북특별자치도 남원시 대산면 신계리,1945-04-03,1945-12-20,2,보조수원,14,1.8,1.1,6.5,10,30,필댐(죤형),3198.55,106,7.1,7.5,7.3,0.2,사통형,758.6,754.2,737.5,063-620-2020
4519010311,전북,남원,한사2,전북특별자치도 남원시 대산면 신계리,1960-03-01,1960-03-01,2,보조수원,24,2,1.2,11,10,30,필댐(죤형),3225.96,103,7.2,51.8,45.8,6,사통형,725.3,721.5,719.8,063-620-2020
4519010312,전북,남원,학동,전북특별자치도 남원시 사매면 오신리,1943-03-01,1943-12-21,2,보조수원,10,1,0.5,6,10,30,필댐(죤형),1904.85,83,4.5,9.9,6.9,3,사통형,458.6,455.8,450.2,063-620-2020
4519010313,전북,남원,소학동,전북특별자치도 남원시 사매면 오신리,1943-03-01,1945-09-20,2,보조수원,6,1,0.6,5,10,30,필댐(죤형),1445.85,102,2.7,7,6,1,사통형,644.9,640.8,638.9,063-620-2020
4519010314,전북,남원,인흥,전북특별자치도 남원시 사매면 인화리,1944-03-01,1944-12-20,2,보조수원,4,1,0.6,2.4,10,30,필댐(죤형),2173.5,69,6,5.3,4.6,0.7,사통형,655.3,651.5,650.2,063-620-2020
4519010315,전북,남원,인화,전북특별자치도 남원시 사매면 인화리,1944-02-02,1944-12-21,2,보조수원,8,1,0.6,7,10,30,필댐(죤형),2054.85,103,3.8,12.7,11,1.7,사통형,132.5,131.88,129.2,063-620-2020
4519010316,전북,남원,화정1,전북특별자치도 남원시 사매면 화정리,1944-02-01,1944-12-20,2,보조수원,20,2,1.1,10,10,30,필댐(균일형),1596,80,3.8,4.1,3.7,0.4,사통형,703.1,700.5,699.5,063-620-2020
4519010317,전북,남원,오현,전북특별자치도 남원시 사매면 오신리,1965-02-01,1965-12-21,2,보조수원,7,1,0.5,4.5,10,30,필댐(죤형),1716,50,3.9,3.7,3.2,0.5,사통형,677.5,675.5,673.5,063-620-2020
4519010318,전북,남원,부흥,전북특별자치도 남원시 사매면 대신리,1968-03-01,1968-09-19,2,보조수원,35,1,0.9,10,10,30,필댐(죤형),4002,87,8,21.4,18.6,2.8,사통형,710.5,707.5,705.5,063-620-2020
4519010319,전북,남원,오류1,전북특별자치도 남원시 사매면 대신리,1944-02-02,1944-12-20,2,보조수원,5,0.8,0.4,5,10,30,필댐(죤형),2940,80,7,7,6.1,0.9,사통형,799.3,798.7,795.5,063-620-2020
4519010320,전북,남원,채곡,전북특별자치도 남원시 이백면 서곡리,1941-03-03,1941-12-16,2,보조수원,15,1,0.7,8,10,30,필댐(죤형),979.2,72,3.2,3,2.9,0.1,사통형,589.5,587.5,586.5,063-620-2020
4519010321,전북,남원,채동,전북특별자치도 남원시 이백면 서곡리,1942-03-02,1942-12-21,2,보조수원,16.8,1,0.6,5,10,30,필댐(죤형),986.7,72.1,4.6,3.9,3.8,0.1,사통형,687.5,685.5,683.5,063-620-2020
4519010322,전북,남원,서동,전북특별자치도 남원시 이백면 서곡리,1939-03-01,1939-12-20,2,보조수원,60.3,1,0.22,8,10,30,필댐(죤형),1809.6,53,4.4,6.4,5.9,0.5,사통형,162.8,162,159.9,063-620-2020
4519010323,전북,남원,입석,전북특별자치도 남원시 광치동,1936-02-05,1936-12-17,2,보조수원,11,0.5,0.3,5,10,30,필댐(균일형),2100,35,5,3.8,3.3,0.5,사통형,555.8,552.8,550.2,063-620-2020
4519010324,전북,남원,뒤뜰,전북특별자치도 남원시 내척동,1943-03-01,1943-12-20,2,보조수원,5,1,0.5,6.3,10,30,필댐(죤형),1680,80,3.5,4.7,4.1,0.6,사통형,708.2,706.5,703.4,063-620-2020
4519010550,전북,남원,양촌,전북특별자치도 남원시 운봉읍 가산리,2014-01-01,2020-12-31,1,주수원,46,9.46,9.11,0,10,200,필댐(코어형),0,203.6,38.7,894,863,31,취수탑형,496.3,495.5,476,063-620-2020
4521010014,전북,동진,능,전북특별자치도 김제시 만경읍 장산리,1930-01-01,1930-12-31,1,보조수원,178,192,192,1734,10,100,필댐(죤형),85400,976,7,7338.4,7315.6,22.8,취수탑형,12.29,11.45,5.39,063-540-1141
4521010015,전북,동진,안하,전북특별자치도 김제시 만경읍 장산리,1945-01-01,1945-12-31,2,보조수원,5,1.1,1,7,10,100,필댐(죤형),594,90,3,7.2,7.1,0.1,사통형,7.36,7.06,6,063-540-1141
4521010016,전북,동진,동변,전북특별자치도 김제시 만경읍 대동리,1945-01-01,1945-12-31,2,보조수원,40,5.3,5,3,10,100,필댐(죤형),1068,120,4.5,60.8,59.7,1.1,사통형,12.71,12.51,11,063-540-1141
4521010017,전북,동진,서변,전북특별자치도 김제시 만경읍 대동리,1945-01-01,1945-12-31,2,보조수원,49,8.2,8,30.2,10,100,필댐(죤형),1200,160,4,72.2,72.2,0,사통형,8.34,8.04,6.63,063-540-1141
4521010018,전북,동진,상서,전북특별자치도 김제시 백산면 상리,1945-01-01,1945-12-31,2,보조수원,18,1.15,1.1,21.1,10,100,필댐(죤형),581,88,5,10.3,10.3,0,사통형,19.37,19.37,17.41,063-540-1141
4521010019,전북,동진,옹,전북특별자치도 김제시 백산면 상리,1945-01-01,1945-12-31,2,보조수원,55,3.6,1.4,30.7,10,100,필댐(죤형),2015,130,8,44,44,0,사통형,11.97,11.37,9.02,063-540-1141
4521010020,전북,동진,백산,전북특별자치도 김제시 백산면 하정리,1969-01-01,1969-12-31,1,보조수원,160,75,68.7,415,10,100,필댐(죤형),16476,760,13.9,3381.3,3381.3,0,취수탑형,19.48,19.48,10.5,063-540-1141
4521010021,전북,동진,방,전북특별자치도 김제시 백산면 조종리,1945-01-01,1945-12-31,2,보조수원,8,1.5,1.3,15,10,100,필댐(죤형),782,115,3.2,12.7,12.7,0,사통형,9.42,9.22,7.31,063-540-1141
4521010022,전북,동진,하쌍,전북특별자치도 김제시 백산면 수록리,1945-01-01,1945-12-31,2,보조수원,16,0.6,0.4,8,10,100,필댐(죤형),848,110,3.5,5,5,0,사통형,9.37,9.37,8.48,063-540-1141
4521010029,전북,동진,사가,전북특별자치도 김제시 용지면 송산리,1945-01-01,1945-12-31,2,보조수원,50,7,4.2,31,10,100,필댐(죤형),11000,250,4,31.6,31.6,0,사통형,6.44,6.44,4.78,063-540-1141
4521010045,전북,동진,학,전북특별자치도 김제시 용지면 봉의리,1945-01-01,1945-12-31,2,보조수원,32,10.2,10,25,10,100,필댐(죤형),4235,350,5,22,22,0,사통형,9.18,7.57,6.33,063-540-1141
4521010055,전북,전주.완주.임실,학,전북특별자치도 김제시 용지면 용수리,1943-01-01,1945-01-01,2,주수원,49,1.35,1.14,3,10,100,필댐(죤형),3859,130,3,9.6,9.6,0,사통형,12.52,12.02,11,063-270-0526
4521010060,전북,전주.완주.임실,신묘,전북특별자치도 김제시 용지면 장신리,1940-01-01,1945-01-01,2,주수원,41,1.25,1.14,14,10,100,필댐(죤형),56484,100,1.8,16.8,16.8,0,사통형,31.5,31,30.4,063-270-0526
4521010061,전북,전주.완주.임실,영등,전북특별자치도 김제시 용지면 장신리,1942-01-01,1945-01-01,2,주수원,89,3.1,2.75,3,10,100,필댐(죤형),20292,193,3,31.2,31.2,0,사통형,99.48,99.08,97.38,063-270-0526
4521010062,전북,동진,금평,전북특별자치도 김제시 금산면 금산리,1957-01-01,1961-04-30,1,주수원,2571,60.09,59.5,1000.3,10,200,필댐(죤형),92132,443,18.4,5267.4,5251.9,15.5,취수탑형,55,52.7,39.2,063-540-1141
4521010071,전북,동진,배달,전북특별자치도 김제시 공덕면 공덕리,1945-01-01,1945-12-31,2,보조수원,35,10.6,10.5,50,10,100,필댐(죤형),31927,215,9,75.4,75.4,0,사통형,7.19,6.89,5.37,063-540-1141
4521010077,전북,동진,운각,전북특별자치도 김제시 청하면 관상리,1945-01-01,1945-12-31,2,보조수원,5,1.7,1.2,7,10,100,필댐(죤형),1890,90,3,10,10,0,사통형,6.33,6.33,5.16,063-540-1141
4521010078,전북,동진,원연,전북특별자치도 김제시 진봉면 정당리,1945-01-01,1945-12-31,2,보조수원,25,2.9,2.6,14,10,100,필댐(죤형),1800,150,3,52,52,0,사통형,15.51,15.16,13.38,063-540-1141
4521010082,전북,동진,선암,전북특별자치도 김제시 금구면 선암리,1941-01-01,1941-12-31,1,주수원,523,16,15.5,223.6,10,200,필댐(죤형),3906,124,14,853.4,853.4,0,사통형,49.18,48.04,37,063-540-1141
4521010090,전북,동진,대화,전북특별자치도 김제시 금구면 산동리,1960-01-01,1967-12-31,1,주수원,1840,56.1,55.6,807.8,10,100,필댐(죤형),5096,226,9.6,2721.1,2403.8,317.3,사통형,35,34.84,28.88,063-540-1141
4521010103,전북,동진,신홍,전북특별자치도 김제시 황산면 홍정리,1945-01-01,1945-12-31,2,보조수원,150,7.1,7,20,10,100,필댐(죤형),2000,250,3.5,20.4,20.4,0,사통형,28.64,28.24,26.48,063-540-1141
4521010127,전북,동진,당월,전북특별자치도 김제시 금구면 월전리,1992-04-01,1997-12-31,1,보조수원,238,13.74,13.1,138,10,200,필댐(죤형),272728,222,30.8,1398.7,1340.9,57.8,취수탑형,97.34,96.34,78.34,063-540-1141
4521010236,전북,동진,청도,전북특별자치도 김제시 금산면 청도리,2009-02-17,2020-12-15,1,주수원,672,165.6,154.9,0,10,20,필댐(코어형),0,204,39.83,1990,1870,120,취수탑형,102.3,101,80,063-540-1141
4571010003,전북,전주.완주.임실,월산,전북특별자치도 완주군 삼례읍 신금리,1931-01-01,1933-01-01,2,주수원,38,1.8,1.6,1,10,100,필댐(죤형),5040,150,4,38,38,0,사통형,14.84,14.44,13,063-270-0526
4571010004,전북,전주.완주.임실,학동,전북특별자치도 완주군 삼례읍 신금리,1927-11-30,1931-01-01,2,보조수원,27,1.2,1,14,10,200,필댐(죤형),6300,160,3.95,22.4,22.4,0,사통형,16.37,16.07,15,063-270-0526
4571010019,전북,전주.완주.임실,배월,전북특별자치도 완주군 봉동읍 용암리,1928-11-26,1932-01-01,2,주수원,50,2.2,2,15,10,200,필댐(죤형),2520,70,4,30,30,0,사통형,22.03,21.43,20,063-270-0526
4571010032,전북,전주.완주.임실,용진,전북특별자치도 완주군 용진읍 간중리,1922-01-01,1926-01-01,1,주수원,440,12.05,10.64,104.9,10,200,필댐(죤형),214134,209,19.7,757,750,7,사통형,94.04,93.14,78.14,063-270-0526
4571010043,전북,전주.완주.임실,군목,전북특별자치도 완주군 용진읍 운곡리,1946-11-24,1951-12-30,2,보조수원,15,1,0.9,5,10,100,필댐(죤형),4536,118,4,18,18,0,사통형,28.22,27.67,25,063-270-0526
4571010044,전북,전주.완주.임실,신봉,전북특별자치도 완주군 용진읍 운곡리,1924-11-26,1929-01-01,2,보조수원,50,1.9,1.7,0.5,10,100,필댐(죤형),4224,90,4,34,34,0,사통형,57.33,57.03,54.5,063-270-0526
4571010045,전북,전주.완주.임실,지암,전북특별자치도 완주군 용진읍 운곡리,1928-01-05,1929-01-01,2,보조수원,24,1.1,1,9,10,100,필댐(죤형),3619,126,4,34,30,4,사통형,35.71,34.91,31,063-270-0526
4571010046,전북,전주.완주.임실,신지암,전북특별자치도 완주군 용진읍 운곡리,1923-01-01,1925-01-01,2,보조수원,12,1.1,0.91,4,10,100,필댐(죤형),6552,127,5,13,13,0,사통형,32.31,32.01,31,063-270-0526
4571010047,전북,전주.완주.임실,갈우,전북특별자치도 완주군 용진읍 운곡리,1927-01-01,1932-01-01,2,보조수원,50,1.2,1.1,6,10,100,필댐(죤형),21205,296,3,25,25,0,사통형,28.18,27.88,27,063-270-0526
4571010048,전북,전주.완주.임실,운곡,전북특별자치도 완주군 용진읍 운곡리,1926-01-01,1928-01-01,2,보조수원,50,3.41,3.1,95,10,100,필댐(죤형),4096,172,5,32.9,32.9,0,사통형,84.4,84,82.4,063-270-0526
4571010049,전북,전주.완주.임실,용복,전북특별자치도 완주군 용진읍 신지리,1943-01-05,1947-01-01,2,보조수원,15,0.8,0.6,5,10,100,필댐(죤형),3071,58,5,15,15,0,사통형,43.35,42.75,41,063-270-0526
4571010050,전북,전주.완주.임실,소,전북특별자치도 완주군 용진읍 신지리,1921-11-26,1925-01-01,2,보조수원,14,0.55,0.5,5,10,100,필댐(죤형),2100,60,4,10,10,0,사통형,28.79,28.49,27,063-270-0526
4571010051,전북,전주.완주.임실,가목,전북특별자치도 완주군 용진읍 신지리,1940-01-01,1942-01-01,2,보조수원,45,1.5,1.3,16,10,100,필댐(죤형),3806,85,5,39,39,0,사통형,37.29,36.79,34,063-270-0526
4571010052,전북,전주.완주.임실,한수,전북특별자치도 완주군 용진읍 신지리,1924-11-30,1928-01-01,2,보조수원,15,0.92,0.8,7,10,100,필댐(죤형),1634,53,4,16,16,0,사통형,51.39,50.89,49,063-270-0526
4571010053,전북,전주.완주.임실,어두,전북특별자치도 완주군 상관면 신리,1957-01-01,1963-01-01,2,주수원,731,4.51,4.32,0,10,100,필댐(죤형),60264,191.5,16,215.1,215.1,0,사통형,115.21,114.41,106,063-270-0526
4571010061,전북,무진장,금평,전북특별자치도 무주군 안성면 금평리,1971-01-01,1972-09-30,2,보조수원,920,1.2,0.8,18.5,10,100,필댐(죤형),12514,94,7.5,34,32.9,1.1,사통형,592.5,592,577,063-350-7000
4571010068,전북,전주.완주.임실,빙등,전북특별자치도 완주군 이서면 상개리,1943-01-01,1945-01-01,2,주수원,49,7.2,6.51,28.4,10,100,필댐(죤형),58415,191,3.7,53,52,1,사통형,18.36,17.96,15.96,063-270-0526
4571010069,전북,전주.완주.임실,지사,전북특별자치도 완주군 이서면 용서리,1924-01-01,1926-01-01,2,주수원,25,2.15,1.94,23,10,100,필댐(죤형),2977,87,3.7,18,18,0,사통형,99.24,98.84,97,063-270-0526
4571010070,전북,전주.완주.임실,해교,전북특별자치도 완주군 이서면 용서리,1927-01-01,1931-01-01,2,주수원,39,9.35,8.47,31.9,10,100,필댐(죤형),9352,182,4.3,133,133,0,사통형,20.11,19.81,16.21,063-270-0526
4571010079,전북,전주.완주.임실,이문,전북특별자치도 완주군 이서면 이문리,1933-01-02,1935-01-01,2,주수원,67,5.9,5.4,33.5,10,100,필댐(죤형),6556,159,4.3,68,68,0,사통형,98.28,97.78,95.98,063-270-0526
4571010080,전북,전주.완주.임실,망우,전북특별자치도 전주시 덕진구 원동,1925-01-01,1930-01-01,2,주수원,121,5.2,4.7,115.6,10,100,필댐(죤형),24354,213,6,133,129,4,사통형,14.88,14.08,10.58,063-270-0526
4571010081,전북,전주.완주.임실,광석,전북특별자치도 완주군 이서면 반교리,1927-01-01,1933-12-30,2,주수원,112,4.39,4.1,84,10,100,필댐(죤형),15459,187,5.39,132.2,132,0.2,사통형,20.51,20.01,17.01,063-270-0526
4571010113,전북,전주.완주.임실,광곡,전북특별자치도 완주군 구이면 광곡리,1980-01-01,1984-12-30,1,주수원,392,16.5,15.43,185,10,100,필댐(죤형),268917,248,21.8,1339,1339,0,사통형,144.55,143.55,128.55,063-270-0526
4571010116,전북,전주.완주.임실,강대봉,전북특별자치도 완주군 구이면 덕천리,1940-01-01,1945-12-30,2,보조수원,68,0.8,0.71,7,10,200,필댐(죤형),7631,105,5.4,16,16,0,사통형,75.41,75.01,73,063-270-0526
4571010118,전북,전주.완주.임실,욕골,전북특별자치도 완주군 구이면 덕천리,1962-01-01,1964-01-01,2,보조수원,10,0.35,0.29,0.5,10,100,필댐(죤형),3976,70,4.9,6.63,6.63,0,사통형,79.59,78.89,78,063-270-0526
4571010120,전북,전주.완주.임실,하치,전북특별자치도 완주군 구이면 덕천리,1964-01-01,1965-12-20,2,보조수원,19,0.21,0.18,0.5,10,100,필댐(죤형),2828,50,5.2,3.3,3.3,0,사통형,79.83,79.43,77.13,063-270-0526
4571010122,전북,전주.완주.임실,구이,전북특별자치도 완주군 구이면 두현리,1953-01-01,1963-12-30,1,주수원,6210,197.7,178.8,2753.2,10,200,필댐(죤형),1093880,993,20.4,11639,10878,761,취수탑형,63.23,61.5,47,063-270-0526
4571010135,전북,전주.완주.임실,안덕,전북특별자치도 완주군 구이면 안덕리,1970-01-01,1976-01-01,1,주수원,740,14.21,12.84,109.2,10,100,필댐(죤형),115941,137,22,924,924,0,사통형,157.18,156.18,144.7,063-270-0526
4571010143,전북,전주.완주.임실,오리,전북특별자치도 완주군 고산면 남봉리,1927-01-01,1929-01-01,2,보조수원,25,1.1,0.5,0,10,100,필댐(죤형),1544,45,5,15,15,0,사통형,45.04,44.44,43,063-270-0526
4571010145,전북,전주.완주.임실,명석,전북특별자치도 완주군 고산면 화정리,1926-11-26,1930-01-01,2,보조수원,75,1.43,1.3,17,10,100,필댐(죤형),2550,50,5,34,34,0,사통형,26.75,26.45,24,063-270-0526
4571010148,전북,전주.완주.임실,신풍,전북특별자치도 완주군 고산면 양야리,1928-01-01,1930-01-01,2,보조수원,50,1.1,1,10,10,100,필댐(죤형),11250,140,5.9,30,30,0,사통형,54.27,53.27,52,063-270-0526
4571010149,전북,전주.완주.임실,연곡,전북특별자치도 완주군 고산면 양야리,1927-01-03,1929-01-01,2,보조수원,45,1.1,1,10,10,100,필댐(죤형),4785,70,6,30,30,0,사통형,47.58,46.38,45,063-270-0526
4571010150,전북,전주.완주.임실,화정,전북특별자치도 완주군 고산면 양야리,1976-10-26,1978-11-30,1,주수원,735,35.5,34.42,342,10,100,필댐(죤형),144071,283,14.7,2732,2732,0,사통형,68.59,67.34,51,063-270-0526
4571010151,전북,전주.완주.임실,송학,전북특별자치도 완주군 고산면 성재리,1916-11-26,1920-01-01,2,주수원,30,0.92,0.7,12,10,100,필댐(죤형),5374,129,4.4,17,17,0,사통형,59.68,59.18,56,063-270-0526
4571010154,전북,전주.완주.임실,대아,전북특별자치도 완주군 동상면 대아리,1983-01-01,1989-01-01,1,주수원,12000,235.2,235.2,8382,10,200,필댐(죤형),833663,255,56.5,58312,57688,624,취수탑형,121.3,121.3,80,063-270-0526
4571010174,전북,전주.완주.임실,비봉,전북특별자치도 완주군 비봉면 수선리,1959-01-01,1967-01-01,1,주수원,248,9.5,7.3,72,10,100,필댐(죤형),78858,134,17.8,405,405,0,사통형,115.8,115,104,063-270-0526
4571010190,전북,전주.완주.임실,동상,전북특별자치도 완주군 동상면 대아리,1959-01-01,1965-01-01,1,보조수원,8984,104,99.5,1673,10,200,콘크리트댐(중력형),38250,159.5,30,11241,11241,0,취수탑형,141.32,138.32,110,063-270-0526
4571010192,전북,전주.완주.임실,경천,전북특별자치도 완주군 화산면 운제리,1933-01-01,1937-12-30,1,주수원,9765,369,319,7738,10,200,필댐(죤형),364303,290.88,22.72,25604,25346,258,취수탑형,85.6,84.2,67.45,063-270-0526
4571010351,전북,전주.완주.임실,소향,전북특별자치도 완주군 고산면 소향리,2000-12-21,2017-05-30,1,주수원,1070,13,12.3,292.1,100,200,필댐(죤형),309093,154,36,1502,1304,198,취수탑형,149.8,148.5,126,063-270-0526
4571010352,전북,전주.완주.임실,고산,전북특별자치도 완주군 고산면 오산리,2000-12-21,2017-05-30,2,주수원,236.2,3.62,3.3,50.2,100,200,필댐(죤형),107385,128,29,290,243,47,사통형,164.6,163.6,149.5,063-270-0526
4572010001,전북,무진장,모시,전북특별자치도 무주군 무주읍 당산리,1955-01-01,1956-12-01,2,주수원,81,2.2,1.9,6,10,100,필댐(죤형),27890,107,18.75,66.4,66.4,0,사통형,206.3,205.1,177.3,063-350-7000
4572010005,전북,무진장,군상,전북특별자치도 진안군 진안읍 군상리,1957-01-01,1962-10-31,2,주수원,265,4.5,4.1,26,10,100,필댐(죤형),46790,131,12.6,123.7,123.7,0,취수탑형,318.8,318,297.8,063-350-7000
4572010009,전북,무진장,단양,전북특별자치도 진안군 진안읍 단양리,1957-01-01,1962-10-31,2,주수원,97,2.7,2.5,19,10,100,필댐(죤형),50120,127,12.66,98,98,0,사통형,340.9,340.1,319.4,063-350-7000
